City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,noshiro,40.2039,140.0242,-0.11,67,50,2.62,JP,1675048150
364,arvika,59.6553,12.5852,3.34,59,1,6.6,SE,1675048150
365,longyearbyen,78.2186,15.6401,-5.09,63,75,8.75,SJ,1675048153
366,luwuk,-0.9516,122.7875,29.29,69,100,1.32,ID,1675048155
367,tokur,53.1333,132.9,-27.41,90,84,1.57,RU,1675048158
368,olhao,37.0286,-7.8411,8.38,60,0,4.12,PT,1675048159
369,haines junction,60.7522,-137.5108,-8.86,95,100,0.04,CA,1675048161
370,serra,-20.1286,-40.3078,24.7,88,0,2.57,BR,1675048162
371,uruacu,-14.5247,-49.1408,20.62,93,100,0.31,BR,1675048163
372,domat,46.8348,9.4508,-1.95,68,28,2.19,CH,1675048164
373,jinchang,38.4953,102.1739,1.26,18,0,1.17,CN,1675048166
374,rundu,-17.9333,19.7667,19.13,93,100,0.98,NA,1675048167
375,deputatskiy,69.3,139.9,-37.42,97,66,0.24,RU,1675048168
376,sorong,-0.8833,131.25,26.74,84,98,3.84,ID,1675048171
377,inhambane,-23.865,35.3833,25.16,82,84,6.68,MZ,1675048174
378,arlit,18.7369,7.3853,14.01,6,44,3.71,NE,1675048175
379,kungurtug,50.5994,97.5228,-16.2,88,100,0.43,RU,1675048176
380,ous,60.9058,61.5186,-16.51,95,48,2.39,RU,1675048177
381,nishihara,26.1842,127.7558,16.81,46,75,6.17,JP,1675048178
382,amantea,39.1332,16.0746,6.75,66,3,2.74,IT,1675048179
383,naron,43.5167,-8.1528,7.23,86,17,2.81,ES,1675048181
384,ilulissat,69.2167,-51.1,-7.99,53,75,11.83,GL,1675048078
385,acapulco,16.8634,-99.8901,25.9,78,0,2.57,MX,1675047968
386,carsamba,41.1989,36.7219,4.86,100,75,1.54,TR,1675048186
387,gari,59.4307,62.3497,-12.43,92,65,4.09,RU,1675048186
388,krasnorechenskiy,44.6265,135.3532,-16.03,66,8,5.48,RU,1675048187
389,stromness,58.965,-3.296,6.04,82,70,13.86,GB,1675047887
390,shitanjing,39.2342,106.3439,1.12,11,6,0.66,CN,1675047917
391,ambon,-3.6954,128.1814,31.08,70,40,2.06,ID,1675048188
392,berlevag,70.8578,29.0864,1.97,60,20,4.12,NO,1675048188
393,gat,31.61,34.7642,14.11,100,3,0.52,IL,1675048188
394,mustla,58.2343,25.8584,2.01,97,100,7.83,EE,1675048189
395,lyaskelya,61.7667,31.0167,-0.66,97,100,7.79,RU,1675048190
396,upington,-28.4478,21.2561,22.51,31,0,2.43,ZA,1675048190
397,ailigandi,9.2333,-78.0167,25.54,76,100,4.9,PA,1675048191
398,margate,51.3813,1.3862,7.61,86,66,1.79,GB,1675048191
399,salisbury,51.0693,-1.7957,8.71,94,100,4.12,GB,1675048192
400,maryville,35.7565,-83.9705,7.84,96,100,2.06,US,1675048191
401,parana,-31.732,-60.5238,26.43,64,100,6.38,AR,1675048193
402,talaya,61.3833,152.75,-21.21,95,100,4.15,RU,1675048193
403,jumla,29.2747,82.1838,7.89,43,3,2.51,NP,1675048194
404,chuy,-33.6971,-53.4616,21.01,87,37,3.95,UY,1675047609
405,verkhniy avzyan,53.5289,57.5372,-17.82,99,100,0.98,RU,1675048194
406,kamakwie,9.5,-12.2333,23.06,86,13,1.17,SL,1675048195
407,nome,64.5011,-165.4064,-0.47,93,100,10.8,US,1675048195
408,lavrentiya,65.5833,-171.0,-5.2,95,100,7.47,RU,1675048196
409,saint anthony,45.0205,-93.218,-17.21,74,0,4.63,US,1675048196
410,gravelbourg,49.8834,-106.5512,-23.18,92,30,3.4,CA,1675048197
411,bartica,6.4,-58.6167,24.18,93,6,0.81,GY,1675048197
412,chapleau,47.8405,-83.4034,-18.97,99,100,0.78,CA,1675048198
413,santa maria,-29.6842,-53.8069,23.04,74,9,4.98,BR,1675047645
414,zeya,53.75,127.2667,-24.62,93,52,1.19,RU,1675048198
415,palamos,41.8484,3.1291,1.83,71,94,1.68,ES,1675048199
416,pundaguitan,6.3711,126.1689,25.83,86,100,4.24,PH,1675048200
417,yurga,55.7231,84.8861,-10.57,93,100,7.81,RU,1675048200
418,abu dhabi,24.4667,54.3667,17.2,78,40,0.51,AE,1675048183
419,garowe,8.4054,48.4845,18.42,81,39,5.36,SO,1675048210
420,ambovombe,-25.1667,46.0833,22.29,94,52,3.26,MG,1675048211
421,manado,1.487,124.8455,31.43,66,40,1.03,ID,1675048215
422,sibiti,-3.6819,13.3499,19.81,98,96,1.1,CG,1675048217
423,ithaki,38.3642,20.7185,10.5,61,61,2.93,GR,1675048221
424,torbay,47.6666,-52.7314,-3.47,76,83,1.34,CA,1675047959
425,pemangkat,1.1667,108.9667,25.22,89,100,4.27,ID,1675048223
426,tabuk,17.4189,121.4443,20.23,89,100,3.18,PH,1675048225
427,half moon bay,37.4636,-122.4286,9.37,80,100,6.69,US,1675048227
428,plouzane,48.3833,-4.6167,7.03,97,100,1.54,FR,1675048228
429,north bend,43.4065,-124.2243,2.31,74,0,2.57,US,1675048228
430,namatanai,-3.6667,152.4333,30.16,62,75,4.34,PG,1675047966
431,coihaique,-45.5752,-72.0662,18.97,63,100,1.54,CL,1675048020
432,zhoucheng,35.9122,116.3117,7.84,25,0,4.77,CN,1675048235
433,capreol,46.706,-80.9225,-17.47,98,100,0.51,CA,1675048236
434,portoferraio,42.8115,10.3146,6.43,62,35,4.13,IT,1675048238
435,mahanje,-9.9333,35.3333,16.74,95,1,1.61,TZ,1675048241
436,berdigestyakh,62.0989,126.6992,-38.07,97,85,0.76,RU,1675048242
437,katsuura,35.1333,140.3,8.93,49,6,6.71,JP,1675048242
438,ulaanbaatar,47.9077,106.8832,-19.93,84,25,0.0,MN,1675048238
439,mazyr,52.0495,29.2456,-1.99,88,100,4.96,BY,1675048244
440,mezen,65.8522,44.24,-5.55,93,100,4.84,RU,1675048244
441,lasa,46.6166,10.7002,-4.8,46,9,2.13,IT,1675048167
442,djibo,14.1022,-1.6306,15.9,9,100,4.63,BF,1675048245
443,balikpapan,-1.2675,116.8289,27.55,78,20,1.03,ID,1675048246
444,korsakovo,53.2677,37.3569,-5.41,89,99,4.36,RU,1675048246
445,gilbues,-9.8317,-45.3439,22.05,67,16,0.99,BR,1675048247
446,avera,33.194,-82.5271,9.1,98,100,2.09,US,1675048247
447,bolobo,-2.1667,16.2333,22.52,88,96,1.35,CD,1675048248
448,hawalli,29.2833,47.9972,15.36,78,0,2.24,KW,1675048248
449,nambutalai,9.7167,79.0,25.29,79,46,4.97,IN,1675048249
450,kudamatsu,34.0,131.8667,7.98,40,5,6.75,JP,1675048249
451,puerto leguizamo,-0.1934,-74.7819,23.27,61,19,0.54,CO,1675048250
452,saskylakh,71.9167,114.0833,-40.38,99,76,2.34,RU,1675048161
453,garwa,24.1833,83.8167,17.96,24,68,1.13,IN,1675047927
454,kieta,-6.2167,155.6333,29.3,72,76,3.5,PG,1675048251
455,pumiao,22.75,108.4833,16.5,22,6,1.56,CN,1675048251
456,morehead,37.2711,-87.1764,7.77,96,100,2.06,US,1675048252
457,abashiri,44.0213,144.2697,-5.03,59,8,1.97,JP,1675048253
458,osorno,-40.5667,-73.15,17.17,82,20,0.0,CL,1675048168
459,borogontsy,62.6683,131.1683,-41.35,96,71,0.48,RU,1675048253
460,cabo san lucas,22.8909,-109.9124,20.28,79,40,3.6,MX,1675048254
461,huangyan,28.6478,121.2594,11.66,32,0,1.16,CN,1675048254
462,kangayam,11.0,77.5667,22.97,76,34,1.82,IN,1675048255
463,bharatpur,27.2167,77.4833,13.14,79,99,3.13,IN,1675048255
464,bang saphan,11.2126,99.5117,25.41,51,100,6.94,TH,1675048154
465,los llanos de aridane,28.6585,-17.9182,12.86,77,75,3.6,ES,1675048256
466,calmar,53.2668,-113.8187,-11.28,51,100,5.14,CA,1675048257
467,kamenka,51.3223,42.7678,-4.25,97,100,3.5,RU,1675048257
468,lata,40.1629,-8.3327,3.93,78,87,1.94,PT,1675048257
469,magadan,59.5667,150.8,-11.62,72,100,4.18,RU,1675048258
470,fallon,39.4735,-118.7774,-3.07,62,100,6.69,US,1675048258
471,yershov,51.3513,48.2766,-7.71,92,100,3.4,RU,1675048149
472,birao,10.2849,22.7882,22.29,16,53,2.45,CF,1675048260
473,saint-georges,12.0564,-61.7485,23.55,77,6,4.19,GD,1675048260
474,new waterford,40.8451,-80.6145,3.63,95,100,2.26,US,1675048261
475,mogadishu,2.0371,45.3438,24.4,82,91,8.68,SO,1675048261
476,manadhoo,5.7667,73.3833,26.2,73,69,2.14,MV,1675048262
477,cherdakly,54.3594,48.845,-7.97,95,100,4.29,RU,1675048264
478,aquiraz,-3.9014,-38.3911,27.32,85,5,4.08,BR,1675048265
479,kirakira,-10.4544,161.9205,27.17,81,100,2.36,SB,1675048266
480,marsa matruh,31.3525,27.2453,13.69,62,0,4.9,EG,1675048267
481,bamiantong,44.9333,130.5333,-15.45,80,21,2.28,CN,1675048267
482,pacific grove,36.6177,-121.9166,8.95,83,75,2.06,US,1675048089
483,rockhampton,-23.3833,150.5,30.94,51,40,2.06,AU,1675048269
484,port blair,11.6667,92.75,28.02,69,75,4.12,IN,1675048270
485,fort nelson,58.8053,-122.7002,-12.81,96,100,0.45,CA,1675048271
486,taoudenni,22.6783,-3.9836,13.46,16,44,4.66,ML,1675048273
487,savannah bight,16.45,-85.85,26.54,72,15,8.9,HN,1675048273
488,rockingham,42.9668,-71.0995,8.17,69,96,3.94,US,1675048276
489,khorinsk,52.1657,109.7726,-14.23,91,100,0.72,RU,1675048279
490,upernavik,72.7868,-56.1549,-18.78,69,88,1.9,GL,1675048281
491,tigil,57.8,158.6667,-1.57,95,100,3.4,RU,1675048282
492,mollendo,-17.0231,-72.0147,22.64,84,100,2.59,PE,1675048286
493,altamira,-3.2033,-52.2064,21.83,97,87,0.63,BR,1675048077
494,port moresby,-9.4431,147.1797,28.82,76,55,3.3,PG,1675048288
495,bandarbeyla,9.4942,50.8122,23.37,63,81,6.82,SO,1675048290
496,norman wells,65.282,-126.8329,-16.16,99,98,1.76,CA,1675048291
497,marion,39.7684,-86.1555,1.13,84,100,4.63,US,1675047996
498,whithorn,18.2604,-78.0378,23.59,87,3,1.95,JM,1675048293
499,manggar,-2.8833,108.2667,29.19,68,99,4.69,ID,1675048295
500,podor,16.6527,-14.9587,19.17,21,100,4.55,MR,1675048298
501,ghanzi,-21.5667,21.7833,19.69,75,16,2.79,BW,1675048300
502,michigan city,41.7075,-86.895,-1.6,84,100,0.0,US,1675048302
503,kruisfontein,-34.0033,24.7314,12.5,80,26,1.87,ZA,1675048304
504,necochea,-38.5473,-58.7368,17.92,65,0,6.09,AR,1675047959
505,ilirska bistrica,45.5697,14.2408,-1.51,71,44,1.3,SI,1675048305
506,behbahan,30.5959,50.2417,13.17,49,86,3.17,IR,1675048307
507,sur,22.5667,59.5289,17.97,64,0,0.48,OM,1675048307
508,bantry,51.6833,-9.45,6.55,83,99,2.35,IE,1675048308
509,serebryansk,49.6925,83.2892,-18.83,91,17,1.75,KZ,1675048308
510,chernyshevskiy,63.0128,112.4714,-24.93,97,100,2.27,RU,1675048308
511,port hardy,50.6996,-127.4199,0.93,53,5,1.93,CA,1675048309
512,uarini,-2.99,-65.1083,22.72,99,100,0.64,BR,1675048309
513,barra do garcas,-15.89,-52.2567,21.33,96,100,0.81,BR,1675048310
514,aklavik,68.2191,-135.0107,-18.02,98,100,0.67,CA,1675048081
515,santa maria do suacui,-18.1903,-42.4142,19.5,97,48,0.56,BR,1675048311
516,andilamena,-17.0167,48.5833,18.76,96,82,1.19,MG,1675048311
517,kutahya,39.4242,29.9833,-3.52,88,100,1.55,TR,1675048311
518,hanzhong,33.0728,107.0303,8.33,33,0,0.27,CN,1675048312
519,villa carlos paz,-31.4241,-64.4978,21.88,90,84,1.55,AR,1675048074
520,vostok,46.4856,135.8833,-18.5,80,78,2.35,RU,1675048312
521,shenjiamen,29.9576,122.298,8.5,47,0,2.08,CN,1675048313
522,norman,35.2226,-97.4395,-5.64,87,100,7.2,US,1675048224
523,new glasgow,45.5834,-62.6486,2.1,87,100,7.66,CA,1675048061
524,husavik,66.0449,-17.3389,-5.07,74,100,6.01,IS,1675048314
525,dalvik,65.9702,-18.5286,-7.6,88,96,2.47,IS,1675048314
526,tuatapere,-46.1333,167.6833,19.85,72,100,2.98,NZ,1675048260
527,porto alegre,-30.0331,-51.23,24.99,83,0,2.57,BR,1675048315
528,rawson,-43.3002,-65.1023,32.22,19,0,14.11,AR,1675048315
529,guerrero negro,27.9769,-114.0611,14.0,71,0,3.47,MX,1675048316
530,oktyabrskiy,54.4815,53.471,-16.39,99,98,2.8,RU,1675048316
531,neuquen,-38.9516,-68.0591,29.32,22,0,9.46,AR,1675048197
532,pravda,46.9396,142.009,-5.66,71,100,4.64,RU,1675048317
533,hoquiam,46.9809,-123.8893,3.33,63,0,2.06,US,1675048317
534,tongliao,43.6125,122.2653,-4.43,36,45,3.18,CN,1675048318
535,hami,42.8,93.45,-5.65,30,2,0.56,CN,1675048318
536,glace bay,46.1969,-59.957,0.03,78,100,4.47,CA,1675048320
537,shahreza,32.0339,51.8794,2.86,63,31,3.61,IR,1675048320
538,khorixas,-20.3667,14.9667,22.58,49,98,2.57,NA,1675048321
539,ariquemes,-9.9133,-63.0408,21.85,99,98,0.98,BR,1675048322
540,domoni,-12.2569,44.5319,25.52,86,23,1.69,KM,1675048323
541,labuhan,-6.8844,112.2051,28.35,75,100,5.08,ID,1675048324
542,cairns,-16.9167,145.7667,33.93,87,100,0.51,AU,1675048328
543,kirillov,59.863,38.3813,-4.37,93,100,4.68,RU,1675048330
544,saint joseph,39.7686,-94.8466,-10.25,61,100,7.72,US,1675048300
545,oriximina,-1.7656,-55.8661,23.69,91,98,1.64,BR,1675048334
546,nuuk,64.1835,-51.7216,-3.94,69,100,4.8,GL,1675048334
547,sosnovka,56.255,51.2842,-13.27,96,100,2.66,RU,1675048335
548,coihueco,-36.6167,-71.8333,16.87,65,0,0.57,CL,1675048337
549,ordzhonikidze,52.4411,61.7408,-15.86,88,75,3.92,KZ,1675048339
550,saint-joseph,-21.3667,55.6167,25.21,78,100,1.13,RE,1675048342
551,sibolga,1.7427,98.7792,29.04,66,76,1.01,ID,1675048342
552,baghdad,33.3406,44.4009,11.95,76,90,5.66,IQ,1675048217
553,talakan,50.3167,130.3667,-22.34,90,83,1.92,RU,1675048347
554,aylmer,42.7668,-80.983,-3.3,91,92,3.06,CA,1675047779
555,meadow lake,34.8014,-106.5436,7.66,17,0,5.82,US,1675048349
556,litovko,49.2361,135.1742,-24.73,89,85,0.67,RU,1675048349
557,mareeba,-17.0,145.4333,31.36,73,89,2.94,AU,1675048350
558,grinnell,41.743,-92.7224,-13.01,74,100,5.14,US,1675048351
559,roald,62.5833,6.1333,5.97,75,75,6.17,NO,1675048352
560,kaeo,-35.1,173.7833,21.29,95,100,6.09,NZ,1675048353
561,pangnirtung,66.1451,-65.7125,-31.35,76,100,0.38,CA,1675048354
562,marsabit,2.3284,37.9899,16.55,57,5,6.91,KE,1675048355
563,pangai,-19.8,-174.35,28.21,74,92,3.66,TO,1675048365
564,acarau,-2.8856,-40.12,25.13,86,4,4.16,BR,1675048367
565,maceio,-9.6658,-35.7353,24.69,88,75,2.06,BR,1675048368
566,dharmanagar,24.3667,92.1667,20.97,41,0,1.19,IN,1675048368
567,hay river,60.8156,-115.7999,-23.39,100,25,2.5,CA,1675048369
568,conakry,9.538,-13.6773,25.16,80,100,5.18,GN,1675048370
569,kaliua,-5.0606,31.7936,16.6,94,45,1.78,TZ,1675048371
570,fatehpur,25.9333,80.8,14.73,51,0,3.4,IN,1675048372
571,deneysville,-26.8908,28.0971,15.8,90,97,6.06,ZA,1675048373
572,fasa,28.9383,53.6482,5.93,59,0,0.38,IR,1675048374
573,champerico,14.3,-91.9167,25.73,68,10,2.95,GT,1675048374
574,maryborough,-25.5333,152.7,29.01,52,86,3.56,AU,1675048375
575,farafangana,-22.8167,47.8333,25.25,81,67,2.07,MG,1675048376
576,okhotsk,59.3833,143.3,-19.91,75,100,9.7,RU,1675048376
577,tondano,1.3038,124.9112,27.05,63,67,0.88,ID,1675048376
578,svetlogorsk,52.6333,29.7333,-2.22,91,100,5.08,BY,1675048377
579,baykit,61.67,96.37,-18.77,100,98,0.9,RU,1675048377
580,gazanjyk,39.2446,55.5154,2.77,69,100,1.7,TM,1675048247
581,beauvais,49.4167,2.0,5.14,91,100,4.12,FR,1675048378
582,ballitoville,-29.539,31.2144,18.68,78,99,2.49,ZA,1675048379
583,manali,13.1667,80.2667,26.05,72,85,5.27,IN,1675048379
584,mindelo,16.8901,-24.9804,20.75,60,75,6.17,CV,1675048380
585,andenes,69.3143,16.1194,-0.01,69,40,5.66,NO,1675048380
586,vila velha,-20.3297,-40.2925,24.97,88,0,2.57,BR,1675047953
587,kasane,-17.8167,25.15,17.48,91,99,1.09,BW,1675048381
588,khromtau,50.2503,58.4347,-16.53,99,92,2.41,KZ,1675048382
589,gawler,-34.6,138.7333,25.65,64,11,4.05,AU,1675048203
590,belaya gora,68.5333,146.4167,-31.55,94,100,2.26,RU,1675048384
591,kiama,-34.6833,150.8667,25.77,89,100,4.78,AU,1675048386
592,igdir,39.9237,44.045,-0.45,100,75,0.0,TR,1675048261
593,luhyny,51.082,28.4006,-1.99,86,99,4.26,UA,1675048388
594,dukat,62.55,155.55,-15.75,93,100,4.77,RU,1675048389
595,toora-khem,52.4675,96.11,-12.58,94,100,0.36,RU,1675048390
596,tarakan,3.3,117.6333,29.72,79,75,2.57,ID,1675048391
597,astoria,46.1879,-123.8313,1.59,56,0,0.89,US,1675048392
